Sciaridae_cluster2	Animalia	Arthropoda	Insecta	Diptera	Sciaridae	Scatopsciara	Scatopsciara atomaria	BOLAAN6431
Aphididae_cluster1	Animalia	Arthropoda	Insecta	Hemiptera	Aphididae	Euceraphis	Euceraphis_X	BOLABA1021
Blattidae_cluster2	Animalia	Arthropoda	Insecta	Blattodea	Blattidae	Shelfordella	Shelfordella lateralis	BOLAAG9959
Muscidae_cluster11	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Mesembrina	Mesembrina meridiana	BOLAAX3996
Acanthosomatidae_cluster1	Animalia	Arthropoda	Insecta	Hemiptera	Acanthosomatidae	Elasmostethus	Elasmostethus interstinctus	BOLABZ2225
Syrphidae_cluster4	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Chrysotoxum	unresolved.Chrysotoxum	unresolved.Chrysotoxum
Chironomidae_cluster6	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Gymnometriocnemus	Gymnometriocnemus autumnalis	BOLAAM3286
Mycetophilidae_cluster2	Animalia	Arthropoda	Insecta	Diptera	Mycetophilidae	Mycetophila	Mycetophila perpallida	BOLAAG4872
Entomobryidae_cluster10	Animalia	Arthropoda	Collembola	Entomobryomorpha	Entomobryidae	unclassified.Entomobryidae	unclassified.Entomobryidae	unclassified.Entomobryidae
Entomobryidae_cluster11	Animalia	Arthropoda	Collembola	Entomobryomorpha	Entomobryidae	Entomobrya	Entomobrya_X	BOLAAA8924
Muscidae_cluster14	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Muscina	Muscina levida	BOLAAB8817
Muscidae_cluster15	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Phaonia	Phaonia hybrida	BOLACC4847
Muscidae_cluster16	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Mydaea	Mydaea orthonevra	BOLACC4921
Chironomidae_cluster8	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Limnophyes	Limnophyes schnelli	BOLAAC9278
Anthomyiidae_cluster7	Animalia	Arthropoda	Insecta	Diptera	Anthomyiidae	Pegomya	unresolved.Pegomya	unresolved.Pegomya
Trichoceridae_cluster1	Animalia	Arthropoda	Insecta	Diptera	Trichoceridae	Trichocera	Trichocera_X	BOLACP6436
Anisopodidae_cluster1	Animalia	Arthropoda	Insecta	Diptera	Anisopodidae	Sylvicola	Sylvicola stackelbergi	BOLACE3845
Chironomidae_cluster9	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Limnophyes	Limnophyes_X	BOLAAB1806
Polleniidae_cluster3	Animalia	Arthropoda	Insecta	Diptera	Polleniidae	Pollenia	Pollenia pediculata	BOLAAG6745
Muscidae_cluster18	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Thricops	Thricops_X	unclassified.Thricops_X
Chironomidae_cluster10	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Smittia	Smittia_X	BOLACP4736
Trichoceridae_cluster2	Animalia	Arthropoda	Insecta	Diptera	Trichoceridae	Trichocera	Trichocera regelationis	BOLACF7745
Chironomidae_cluster11	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Georthocladius	Georthocladius_X	BOLACD9509
Muscidae_cluster19	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Thricops	Thricops cunctans	BOLAAK1780
Calliphoridae_cluster2	Animalia	Arthropoda	Insecta	Diptera	Calliphoridae	Calliphora	Calliphora vicina	BOLAAB6579
Sminthuridae_cluster1	Animalia	Arthropoda	Collembola	Symphypleona	Sminthuridae	Allacma	Allacma fusca	BOLAAN9178
Muscidae_cluster21	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Phaonia	Phaonia lugubris	BOLAAL7522
Chironomidae_cluster12	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Bryophaenocladius	Bryophaenocladius ictericus	BOLAAM6273
Chironomidae_cluster13	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Bryophaenocladius	Bryophaenocladius_X	BOLAAI3856
Stenopsocidae_cluster2	Animalia	Arthropoda	Insecta	Psocodea	Stenopsocidae	Graphopsocus	Graphopsocus cruciatus	BOLACA2933
Curculionidae_cluster1	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Phyllobius	Phyllobius pyri	BOLAAN1759
Lygaeidae_cluster1	Animalia	Arthropoda	Insecta	Hemiptera	Lygaeidae	Kleidocerys	Kleidocerys resedae	BOLAAY8761
Cantharidae_cluster1	Animalia	Arthropoda	Insecta	Coleoptera	Cantharidae	Rhagonycha	Rhagonycha_X	unclassified.Rhagonycha_X
Tenthredinidae_cluster1	Animalia	Arthropoda	Insecta	Hymenoptera	Tenthredinidae	Pristiphora	Pristiphora mollis	BOLAAF5097
Muscidae_cluster23	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Muscidae_Helina	Muscidae_Helina evecta	unresolved.Muscidae_Helina evecta
Entomobryidae_cluster12	Animalia	Arthropoda	Collembola	Entomobryomorpha	Entomobryidae	Lepidocyrtus	Lepidocyrtus_X	BOLAEB0478
Chironomidae_cluster15	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Limnophyes	Limnophyes asquamatus	BOLAAD1720
Psyllidae_cluster1	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Cacopsylla	Cacopsylla_X	BOLADJ9967
Simuliidae_cluster1	Animalia	Arthropoda	Insecta	Diptera	Simuliidae	Simulium	Simulium vernum	BOLAAB8624
Aphididae_cluster2	Animalia	Arthropoda	Insecta	Hemiptera	Aphididae	Euceraphis	Euceraphis betulae	BOLAAI4926
Lymexylidae_cluster1	Animalia	Arthropoda	Insecta	Coleoptera	Lymexylidae	Hylecoetus	Hylecoetus_X	BOLAAN9938
Calliphoridae_cluster3	Animalia	Arthropoda	Insecta	Diptera	Calliphoridae	Protocalliphora	Protocalliphora spatulata	BOLAAH3029
Heleomyzidae_cluster2	Animalia	Arthropoda	Insecta	Diptera	Heleomyzidae	Suillia	Suillia bicolor	BOLACB3155
Chironomidae_cluster17	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Gymnometriocnemus	Gymnometriocnemus kamimegavirgus	BOLAAE3567
Muscidae_cluster25	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Spilogona	Spilogona contractifrons	BOLAAB5278
Mycetophilidae_cluster3	Animalia	Arthropoda	Insecta	Diptera	Mycetophilidae	Boletina	Boletina_X	BOLABA2429
Entomobryidae_cluster13	Animalia	Arthropoda	Collembola	Entomobryomorpha	Entomobryidae	Entomobrya	Entomobrya_X	unresolved.Entomobrya_X
Chironomidae_cluster18	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Limnophyes	Limnophyes asquamatus	BOLAAD1720
Chironomidae_cluster19	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Chironomidae_X	Chironomidae_XX	BOLAAP1832
Chironomidae_cluster20	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Limnophyes	Limnophyes bidumus	BOLAAJ2138
Muscidae_cluster26	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Phaonia	Phaonia angelicae	unresolved.Phaonia angelicae
Tipulidae_cluster1	Animalia	Arthropoda	Insecta	Diptera	Tipulidae	Tipula	Tipula paludosa	BOLAAE7386
Muscidae_cluster27	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Polietes	Polietes nigrolimbata	BOLACC5967
Chironomidae_cluster21	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Microtendipes	Microtendipes_X	unresolved.Microtendipes_X
Polleniidae_cluster4	Animalia	Arthropoda	Insecta	Diptera	Polleniidae	Pollenia	Pollenia rudis	BOLAAH3035
Mycetophilidae_cluster5	Animalia	Arthropoda	Insecta	Diptera	Mycetophilidae	Boletina	Boletina_X	BOLACD4936
Trichoceridae_cluster3	Animalia	Arthropoda	Insecta	Diptera	Trichoceridae	Trichocera	Trichocera_X	BOLACC0273
Tachinidae_cluster2	Animalia	Arthropoda	Insecta	Diptera	Tachinidae	Lypha	Lypha_X	BOLAAF6259
Phalangiidae_cluster3	Animalia	Arthropoda	Arachnida	Opiliones	Phalangiidae	Mitopus	Mitopus morio	BOLAAU0453
Muscidae_cluster28	Animalia	Arthropoda	Insecta	Diptera	Muscidae	unclassified.Muscidae	unclassified.Muscidae	unclassified.Muscidae
Chironomidae_cluster23	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Limnophyes	Limnophyes natalensis	BOLAAB7361
Chironomidae_cluster24	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Limnophyes	Limnophyes habilis	BOLAAJ2130
Anisopodidae_cluster2	Animalia	Arthropoda	Insecta	Diptera	Anisopodidae	Sylvicola	Sylvicola cinctus	BOLAAG1996
Nemouridae_cluster2	Animalia	Arthropoda	Insecta	Plecoptera	Nemouridae	Nemurella	Nemurella pictetii	BOLAED6646
Dolichopodidae_cluster4	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Dolichopus	Dolichopus nigricornis	BOLAAG9628
Formicidae_cluster1	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica ruginodis	BOLAAE0419
Sciaridae_cluster3	Animalia	Arthropoda	Insecta	Diptera	Sciaridae	Bradysia	Bradysia trivittata	unresolved.Bradysia trivittata
Paracaeciliidae_cluster1	Animalia	Arthropoda	Insecta	Psocodea	Paracaeciliidae	Enderleinella	Enderleinella obsoleta	BOLACC7281
Anthomyiidae_cluster17	Animalia	Arthropoda	Insecta	Diptera	Anthomyiidae	Botanophila	Botanophila silvatica	BOLAAG2436
Cicadellidae_cluster1	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae	unclassified.Cicadellidae	unclassified.Cicadellidae	unclassified.Cicadellidae
Anthomyiidae_cluster18	Animalia	Arthropoda	Insecta	Diptera	Anthomyiidae	Lasiomma	Lasiomma atricaudum	BOLAAG2512
Sciaridae_cluster4	Animalia	Arthropoda	Insecta	Diptera	Sciaridae	Sciaridae_Ctenosciara	Sciaridae_Ctenosciara hyalipennis	BOLAAH3983
Cicadellidae_cluster2	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae	Oncopsis	Oncopsis flavicollis	BOLABU9685
Chironomidae_cluster25	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Chaetocladius	Chaetocladius_X	BOLAAI7060
Sciaridae_cluster5	Animalia	Arthropoda	Insecta	Diptera	Sciaridae	Cratyna	Cratyna brevispina	BOLACD9543
Chironomidae_cluster26	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Smittia	Smittia_X	BOLAAB0374
Stenopsocidae_cluster3	Animalia	Arthropoda	Insecta	Psocodea	Stenopsocidae	Stenopsocus	Stenopsocus_X	BOLABA6547
Chironomidae_cluster27	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Heterotrissocladius	Heterotrissocladius subpilosus	BOLACK3624
Cicadellidae_cluster3	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae	Kybos	Kybos_X	BOLACC8228
Cicadellidae_cluster4	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae	unresolved.Cicadellidae	unresolved.Cicadellidae	unresolved.Cicadellidae
Muscidae_cluster31	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Muscidae_Helina	Muscidae_Helina reversio	BOLAAD0642
Entomobryidae_cluster16	Animalia	Arthropoda	Collembola	Entomobryomorpha	Entomobryidae	Entomobrya	Entomobrya_X	unresolved.Entomobrya_X
Culicidae_cluster2	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes_X	BOLAAB1098
Tortricidae_cluster2	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Ancylis	Ancylis myrtillana	BOLABZ7857
Anthomyiidae_cluster20	Animalia	Arthropoda	Insecta	Diptera	Anthomyiidae	Alliopsis	Alliopsis silvestris	BOLAAG2500
Nemouridae_cluster3	Animalia	Arthropoda	Insecta	Plecoptera	Nemouridae	Nemoura	Nemoura_X	BOLAAP9566
Polleniidae_cluster5	Animalia	Arthropoda	Insecta	Diptera	Polleniidae	Pollenia	Pollenia griseotomentosa	BOLAAI2766
Anthomyiidae_cluster21	Animalia	Arthropoda	Insecta	Diptera	Anthomyiidae	Pegomya	unclassified.Pegomya	unclassified.Pegomya
Anthomyiidae_cluster22	Animalia	Arthropoda	Insecta	Diptera	Anthomyiidae	unresolved.Anthomyiidae	unresolved.Anthomyiidae	unresolved.Anthomyiidae
Mycetophilidae_cluster6	Animalia	Arthropoda	Insecta	Diptera	Mycetophilidae	Mycomya	Mycomya shermani	BOLAAK8904
Tortricidae_cluster3	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Orthotaenia	Orthotaenia undulana	BOLAAB4021
Miridae_cluster1	Animalia	Arthropoda	Insecta	Hemiptera	Miridae	Neolygus	Neolygus contaminatus	BOLAAY9465
Sciaridae_cluster6	Animalia	Arthropoda	Insecta	Diptera	Sciaridae	Corynoptera	Corynoptera boletiphaga	BOLACB9974
Muscidae_cluster32	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Mydaea	Mydaea pseudonubila	BOLAAE0077
Chironomidae_cluster30	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Limnophyes	Limnophyes_X	BOLAAQ0626
Syrphidae_cluster7	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Melanostoma	Melanostoma mellina	BOLAAB2866
Anthomyiidae_cluster23	Animalia	Arthropoda	Insecta	Diptera	Anthomyiidae	Pegomya	Pegomya bicolor	BOLAAN5497
Scathophagidae_cluster4	Animalia	Arthropoda	Insecta	Diptera	Scathophagidae	Scathophaga	Scathophaga furcata	BOLAAD0853
Anisopodidae_cluster3	Animalia	Arthropoda	Insecta	Diptera	Anisopodidae	Sylvicola	Sylvicola fuscatus	BOLABU8906
Muscidae_cluster33	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Musca	Musca autumnalis	BOLAAA3187
Tortricidae_cluster4	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Syricoris	Syricoris_X	BOLAAC3531
Anthomyiidae_cluster24	Animalia	Arthropoda	Insecta	Diptera	Anthomyiidae	Botanophila	Botanophila fugax	BOLAAG2462
Coccinellidae_cluster1	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	Coccinella septempunctata	BOLAAA8933
Chloropidae_cluster2	Animalia	Arthropoda	Insecta	Diptera	Chloropidae	Oscinella	Oscinella_X	BOLAAB1148
Chironomidae_cluster31	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Pseudosmittia	Pseudosmittia_X	BOLAAM6263
Sciaridae_cluster7	Animalia	Arthropoda	Insecta	Diptera	Sciaridae	Camptochaeta	Camptochaeta camptochaeta	BOLACB7851
Muscidae_cluster35	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Thricops	Thricops genarum	BOLAAK1778
Chironomidae_cluster32	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Chironomidae_X	Chironomidae_XX	BOLACP5848
Sciaridae_cluster8	Animalia	Arthropoda	Insecta	Diptera	Sciaridae	Cratyna	Cratyna brevispina	BOLACE4845
Anisopodidae_cluster4	Animalia	Arthropoda	Insecta	Diptera	Anisopodidae	Sylvicola	Sylvicola punctatus	BOLAAL7534
Chironomidae_cluster34	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus inaequalis	BOLAAC4536
Cicadellidae_cluster6	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae	Speudotettix	Speudotettix subfusculus	BOLACC0638
Leuctridae_cluster1	Animalia	Arthropoda	Insecta	Plecoptera	Leuctridae	Leuctra	Leuctra hippopus	unresolved.Leuctra hippopus
Chironomidae_cluster35	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Paracladopelma	Paracladopelma_X	BOLACR4381
Sciaridae_cluster9	Animalia	Arthropoda	Insecta	Diptera	Sciaridae	Lycoriella	Lycoriella sativae	BOLABA1215
Muscidae_cluster38	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Mydaea	Mydaea furtiva	BOLAAG1779
Chironomidae_cluster37	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Ablabesmyia	Ablabesmyia monilis	unresolved.Ablabesmyia monilis
Anthomyiidae_cluster26	Animalia	Arthropoda	Insecta	Diptera	Anthomyiidae	Lasiomma	Lasiomma seminitidum	BOLABY1114
Muscidae_cluster39	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Eudasyphora	Eudasyphora_X	BOLABZ1424
Cicadellidae_cluster7	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae	Oncopsis	Oncopsis tristis	BOLACC0530
Mycetophilidae_cluster7	Animalia	Arthropoda	Insecta	Diptera	Mycetophilidae	Boletina	Boletina onegensis	BOLABA3065
Chironomidae_cluster38	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Micropsectra	Micropsectra logani	BOLAAB3857
Curculionidae_cluster2	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Polydrusus	Polydrusus pilosus	BOLABX2368
Geometridae_cluster3	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Eulithis	Eulithis populata	BOLABZ1837
Muscidae_cluster42	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Phaonia	Phaonia meigeni	BOLABU8931
Philodromidae_cluster1	Animalia	Arthropoda	Arachnida	Araneae	Philodromidae	Philodromus	Philodromus collinus	BOLAAO4821
Limoniidae_cluster1	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Ormosia	Ormosia_X	BOLABV9669
Chironomidae_cluster40	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Chironomidae_X	Chironomidae_XX	unclassified.Chironomidae_XX
Cantharidae_cluster3	Animalia	Arthropoda	Insecta	Coleoptera	Cantharidae	Podistra	Podistra schoenherri	BOLABX1912
Chironomidae_cluster41	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Micropsectra	Micropsectra notescens	BOLAAC4098
Cecidomyiidae_cluster2	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Lestremia	Lestremia cinerea	BOLACR1376
Sphaeroceridae_cluster1	Animalia	Arthropoda	Insecta	Diptera	Sphaeroceridae	Copromyza	Copromyza stercoraria	BOLACC1517
Miridae_cluster2	Animalia	Arthropoda	Insecta	Hemiptera	Miridae	Lygus	Lygus_X	BOLAAM8925
Mycetophilidae_cluster9	Animalia	Arthropoda	Insecta	Diptera	Mycetophilidae	Exechia	Exechia separata	BOLAAG4880
Triozidae_cluster1	Animalia	Arthropoda	Insecta	Hemiptera	Triozidae	Trioza	Trioza urticae	BOLACD5782
Calliphoridae_cluster4	Animalia	Arthropoda	Insecta	Diptera	Calliphoridae	Protophormia	Protophormia terraenovae	BOLAAC9614
Entomobryidae_cluster19	Animalia	Arthropoda	Collembola	Entomobryomorpha	Entomobryidae	Entomobrya	Entomobrya_X	BOLACC6147
Nemouridae_cluster4	Animalia	Arthropoda	Insecta	Plecoptera	Nemouridae	Amphinemura	Amphinemura standfussi	BOLAAY9658
Anthomyiidae_cluster27	Animalia	Arthropoda	Insecta	Diptera	Anthomyiidae	Pegomya	Pegomya geniculata	BOLAAG2466
Tipulidae_cluster3	Animalia	Arthropoda	Insecta	Diptera	Tipulidae	Tipula	Tipula excisa	BOLABV4654
Polleniidae_cluster6	Animalia	Arthropoda	Insecta	Diptera	Polleniidae	Pollenia	Pollenia amentaria	BOLABV5497
Mycetophilidae_cluster11	Animalia	Arthropoda	Insecta	Diptera	Mycetophilidae	Boletina	Boletina griphoides	BOLACD4345
Psychodidae_cluster1	Animalia	Arthropoda	Insecta	Diptera	Psychodidae	Clytocerus	Clytocerus ocellaris	BOLABA8472
Cicadellidae_cluster8	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae	Linnavuoriana	Linnavuoriana sexmaculata	unresolved.Linnavuoriana sexmaculata
Muscidae_cluster48	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Thricops	unresolved.Thricops	unresolved.Thricops
Limoniidae_cluster2	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Molophilus	unclassified.Molophilus	unclassified.Molophilus
Chironomidae_cluster44	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Heterotrissocladius	Heterotrissocladius marcidus	BOLAAF2163
Tetragnathidae_cluster3	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha obtusa	BOLAAO4302
Elachistidae_cluster1	Animalia	Arthropoda	Insecta	Lepidoptera	Elachistidae	unresolved.Elachistidae	unresolved.Elachistidae	unresolved.Elachistidae
Muscidae_cluster50	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Phaonia	Phaonia subfuscinervis	BOLACU4156
Anthomyiidae_cluster29	Animalia	Arthropoda	Insecta	Diptera	Anthomyiidae	Anthomyia	unresolved.Anthomyia	unresolved.Anthomyia
Muscidae_cluster51	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Muscina	Muscina prolapsa	BOLAAI3240
Phoridae_cluster4	Animalia	Arthropoda	Insecta	Diptera	Phoridae	Megaselia	unresolved.Megaselia	unresolved.Megaselia
Geometridae_cluster6	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Hydriomena	Hydriomena furcata	BOLACE8706
Ichneumonidae_cluster1	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Pimpla	Pimpla flavicoxis	BOLAAY4009
Tortricidae_cluster7	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Epinotia	Epinotia mercuriana	BOLAAE1187
Theridiidae_cluster1	Animalia	Arthropoda	Arachnida	Araneae	Theridiidae	Enoplognatha	Enoplognatha ovata	BOLAAA6910
Scirtidae_cluster1	Animalia	Arthropoda	Insecta	Coleoptera	Scirtidae	Cyphon	Cyphon_X	BOLACX4619
Heleomyzidae_cluster3	Animalia	Arthropoda	Insecta	Diptera	Heleomyzidae	Suillia	Suillia fuscicornis	BOLABW7234
Muscidae_cluster54	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Caricea	Caricea_X	unresolved.Caricea_X
Tachinidae_cluster5	Animalia	Arthropoda	Insecta	Diptera	Tachinidae	Bothria	Bothria_X	BOLACB0931
Anthomyiidae_cluster30	Animalia	Arthropoda	Insecta	Diptera	Anthomyiidae	Pegoplata	unclassified.Pegoplata	unclassified.Pegoplata
