cluster	S8APX1_L	SLWUQ2_L	S5MEZA_L	SY34ZS_L	STHFJP_L	SKYQAL_L	SIRUBH_L	SCNXZK_L	SUXEKB_L	SQVR9H_L	SIUQ3G_L	SG3CB2_L	SBWPUY_L	SC1YIM_L	SACBBR_L	BLANK_L	S8APX1_H	SLWUQ2_H	S5MEZA_H	SY34ZS_H	STHFJP_H	SKYQAL_H	SIRUBH_H	SCNXZK_H	SUXEKB_H	SQVR9H_H	SIUQ3G_H	SG3CB2_H	SBWPUY_H	SC1YIM_H	SACBBR_H	POS	NEG_PCR	NEG
Coccinellidae_cluster1	0	0	122	2966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4901	7259	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chironomidae_cluster187	0	0	1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tachinidae_cluster2	0	0	22	4558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1192	3180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cicadellidae_cluster31	104	0	697	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tachinidae_cluster5	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sciaridae_cluster84	0	0	866	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	949	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0
Cecidomyiidae_cluster36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycetophilidae_cluster5	0	0	519	206	0	301	0	0	0	0	0	0	0	0	0	0	0	0	372	454	0	646	0	0	0	0	0	0	0	0	0	0	0	0
Ichneumonidae_cluster319	0	0	660	15034	0	14	0	1182	0	0	0	0	0	0	0	0	0	0	73	618	0	79	0	259	0	0	0	0	0	0	0	0	0	0
Anthomyiidae_cluster74	0	0	641	2146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sciaridae_cluster95	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Canidae_cluster1	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coccinellidae_cluster19	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phoridae_cluster27	329	0	26	0	220	0	0	0	0	0	0	0	0	0	0	0	404	0	234	0	612	0	0	0	0	0	0	0	0	0	0	147	0	0
Cecidomyiidae_cluster6	0	0	0	21405	0	0	6264	36224	18	0	0	0	0	0	0	0	0	0	0	1555	0	0	946	3636	0	0	0	0	0	0	0	0	0	0
Mymaridae_cluster7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cecidomyiidae_cluster34	0	0	0	43238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cecidomyiidae_cluster177	0	0	0	29084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	845	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tachinidae_cluster29	0	0	0	9581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22032	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clubionidae_cluster5	0	0	0	36015	0	0	0	3399	0	0	0	0	0	0	0	0	0	0	0	4336	0	0	0	4458	0	0	0	0	0	0	0	0	0	0
Coccinellidae_cluster11	0	0	0	40	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	1569	0	0	0	13518	0	0	0	0	0	0	0	0	0	0
Tachinidae_cluster81	0	0	0	19364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10948	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tortricidae_cluster72	0	0	0	51490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4628	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cecidomyiidae_cluster172	0	0	0	18372	0	3957	0	2180	0	0	0	0	0	0	0	0	0	0	0	620	0	546	0	1087	0	0	0	0	0	0	0	0	0	0
Sciaridae_cluster161	0	0	0	5112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycetophilidae_cluster229	11	0	29	113	16	0	0	0	41	410	0	70	157	0	0	0	7	0	28	13	0	10	0	11	22	211	30	7	50	0	0	0	0	0
Sciaridae_cluster155	0	0	0	3690	0	0	0	3463	0	0	0	0	0	0	0	0	0	0	0	3026	0	0	0	3694	0	0	0	0	0	0	0	0	0	0
Sciaridae_cluster219	0	0	0	1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sciaridae_cluster41	170	0	1445	2564	0	0	0	591	0	0	0	0	326	0	0	0	5598	0	845	6543	0	0	0	2247	0	0	0	0	1684	0	0	0	0	0
Sciaridae_cluster63	12	0	405	1439	0	0	0	280	0	0	0	0	71	0	0	0	2037	0	636	2737	0	0	0	766	0	0	0	0	413	0	0	0	0	0
Chrysomelidae_cluster25	0	0	0	2577	0	0	0	0	27	0	0	0	0	0	0	0	0	190	0	282	0	0	0	0	493	0	0	0	0	0	0	0	0	0
Philodromidae_cluster9	0	0	0	2413	0	0	0	0	0	0	0	0	0	54	235	0	0	0	0	71	0	0	0	0	0	0	0	0	0	93	566	0	0	0
Anthribidae_cluster1	0	7	37	90	0	0	0	0	0	0	0	0	0	0	0	0	0	1305	121	11985	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cecidomyiidae_cluster849	0	0	548	2512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	202	0	0	0	0	0	0	0	0	0	0	0	107	0	0
Phalacrocoracidae_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mymaridae_cluster106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phoridae_cluster52	0	0	579	681	803	234	0	1174	0	0	0	0	0	0	0	0	0	0	268	481	551	254	0	102	0	0	0	0	0	0	0	579	0	0
Sepsidae_cluster4	0	0	918	0	6650	0	0	0	0	0	0	0	0	0	0	0	0	0	453	0	1118	0	0	0	0	0	0	0	0	0	0	0	0	0
Gadidae_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Entomobryidae_cluster6	115	26	0	963	0	3293	7276	6175	26443	10609	26579	73018	8187	0	0	0	0	0	0	28	0	179	418	101	1185	607	2337	3411	384	0	0	0	0	0
Mycetophilidae_cluster3	0	0	0	2166	0	37702	69	9698	0	0	0	0	0	0	163	0	0	0	0	1781	0	104331	2168	24699	0	0	0	0	0	0	5149	90	0	0
Sciaridae_cluster4	0	0	0	1837	0	26018	1651	4438	0	0	780	0	0	0	8535	0	0	0	0	760	0	41704	3229	6058	0	0	1209	0	0	0	32718	0	0	0
Cecidomyiidae_cluster46	0	0	0	0	0	36316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4262	0	0	0	0	0	0	0	0	0	0	0	0
Mycetophilidae_cluster63	0	0	0	0	0	1301	0	405	0	0	0	0	0	0	0	0	0	0	0	0	0	6666	0	742	0	0	0	0	0	0	0	0	0	0
Chironomidae_cluster26	0	0	0	13257	0	15066	8761	0	0	0	0	0	0	0	0	0	0	0	0	700	0	5883	1422	0	0	0	0	0	0	0	0	0	0	0
Cecidomyiidae_cluster43	0	0	0	0	0	6729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	2586	0	0
Chironomidae_cluster60	0	0	0	39	0	23022	0	14257	0	0	0	0	0	0	0	0	0	0	0	7	0	9365	17	1870	0	0	0	0	0	0	0	0	0	0
Chironomidae_cluster312	0	0	0	0	0	2743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1910	0	0	0	0	0	0	0	0	0	0	0	0
Chironomidae_cluster104	0	0	0	0	0	5160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548	0	0	0	0	0	0	0	0	0	0	0	0
Cecidomyiidae_cluster70	0	0	0	0	0	40774	0	0	0	0	0	0	0	0	2840	0	0	0	0	0	0	7973	0	0	0	0	0	0	0	0	1393	0	0	0
Anisopodidae_cluster1	0	0	0	0	0	29395	0	0	20795	0	171194	64012	43770	0	7234	0	0	0	0	0	0	3277	0	0	8022	0	68553	11713	2681	0	8755	0	0	0
Elachistidae_cluster9	0	0	0	0	0	16440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2693	0	0	0	0	0	0	0	0	0	0	0	0
Sciaridae_cluster14	0	0	0	0	0	7053	0	7832	0	0	0	0	0	0	0	0	0	0	0	0	0	27736	0	16974	0	0	0	0	0	0	0	0	0	0
Anisopodidae_cluster5	0	0	0	0	0	5070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4717	0	0	0	0	0	0	0	0	0	0	0	0
Chironomidae_cluster224	0	0	0	0	0	5367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	0	0	0	0	0	0	0	0	0	1204	0	0
Gelechiidae_cluster13	0	0	0	0	0	16350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4384	0	0	0	0	0	0	0	0	0	0	0	0
Tachinidae_cluster8	0	0	0	0	0	13903	0	13174	0	0	0	0	0	0	0	0	0	0	0	0	0	15898	0	13616	0	0	0	0	0	0	0	0	0	0
Curculionidae_cluster1	0	0	0	0	0	9403	0	19973	0	0	0	0	0	0	0	0	0	0	0	0	0	14329	0	16479	0	0	0	0	0	0	0	0	0	0
Sciaridae_cluster7	0	0	0	0	0	1135	0	0	0	0	0	0	0	0	686	0	0	0	0	0	0	2634	0	0	0	0	0	0	0	0	8469	0	0	0
Sciaridae_cluster62	0	0	0	0	0	7519	0	12255	0	0	627	0	0	0	0	0	0	0	0	0	0	7001	0	313	0	0	2245	0	0	0	0	0	0	0
Mycetophilidae_cluster263	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
Sciaridae_cluster129	0	0	0	0	0	13410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0
Elateridae_cluster1	0	0	0	0	0	0	0	569	0	0	0	0	0	0	0	0	0	0	0	13468	0	47973	0	64040	0	0	0	0	0	0	0	0	0	0
Chironomidae_cluster23	0	0	0	0	0	5325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2975	0	0	0	0	0	0	0	0	0	650	0	0
Entomobryidae_cluster21	63	0	0	164	0	198	120	271	485	147	452	1401	201	0	0	0	20	0	0	0	0	8	4	0	38	0	47	42	0	0	0	0	0	0
Mycetophilidae_cluster270	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2028	0	0	0	0	0	0	0	0	0	0	0	0
Culicidae_cluster4	0	0	0	0	0	10709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3915	0	0	0	0	0	0	0	0	0	37	0	0
Chironomidae_cluster51	0	0	0	18112	0	3235	2748	3718	0	0	0	4101	0	0	125	0	0	0	0	1759	0	1451	1671	1221	0	0	0	1275	0	0	2172	0	0	0
Cecidomyiidae_cluster313	0	0	0	0	0	2783	0	0	0	0	0	0	0	0	863	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	1340	0	0	0
Dolichopodidae_cluster38	0	0	0	0	0	2704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	0	0	0	0	0	0	0	0	0	0	0	0
Chironomidae_cluster10	0	0	0	0	0	5477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2426	0	0	0	0	0	0	0	0	0	0	0	0
Empididae_cluster16	0	0	0	0	0	2901	0	7533	0	0	0	0	0	0	0	0	0	0	0	0	0	7877	0	8485	0	0	0	0	0	0	0	0	0	0
Miridae_cluster1	0	0	0	0	0	8014	0	3529	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	210	0	0	0	0	0	0	0	332	0	0
Fanniidae_cluster8	0	0	0	0	0	4241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2579	0	0	0	0	0	0	0	0	0	0	0	0
Curculionidae_cluster5	0	0	0	0	0	2249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2284	0	0	0	0	0	0	0	0	0	0	0	0
Chironomidae_cluster105	0	0	0	0	0	8392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	0	0	0	0	0	0	0	0	0	0	0	0
Cecidomyiidae_cluster615	0	0	0	0	0	3709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0
Fanniidae_cluster4	0	0	0	0	0	3515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2175	0	0	0	0	0	0	0	0	0	0	0	0
Mycetophilidae_cluster48	0	0	0	0	0	2675	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	4531	0	0	0	0	0	0	0	0	0	0	0	0
Aphididae_cluster2	0	0	0	109	226	1477	0	1648	0	0	0	0	0	0	0	0	0	0	0	0	11	796	0	525	0	0	0	0	0	0	0	0	0	0
Mycetophilidae_cluster59	0	2	0	1005	0	4867	0	1006	0	0	0	0	0	0	0	0	0	0	0	1047	0	6427	0	2315	0	0	0	0	0	0	0	0	0	0
Sciaridae_cluster145	0	0	0	295	0	691	0	2045	0	0	0	0	0	0	0	0	0	0	0	1745	0	1438	0	959	0	0	0	0	0	0	0	0	0	0
Ceratopogonidae_cluster67	0	0	0	0	0	5223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	744	0	0	0	0	0	0	0	0	0	0	0	0
Bolitophilidae_cluster1	0	0	0	0	0	675	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	931	0	0	0	0	0	0	0	0	5279	0	0	0
Cecidomyiidae_cluster25	0	0	0	0	0	1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	806	0	0
Mycetophilidae_cluster97	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1489	0	0	0	0	0	0	0	0	0	0	0	0
Phoridae_cluster11	315	0	508	856	4582	384	0	3858	0	0	0	0	0	0	0	0	160	0	99	220	574	126	0	209	0	0	0	0	0	0	0	0	0	0
Cecidomyiidae_cluster662	0	0	0	0	0	2484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0
Cantharidae_cluster9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0
Lycaenidae_cluster1	0	0	0	0	0	0	80873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78431	0	0	0	0	0	0	0	0	0	0	0
Ichneumonidae_cluster882	0	11	0	0	0	0	2704	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	1646	0	0	0	0	0	0	0	0	0	0	0
Isotomidae_cluster8	0	0	0	0	0	0	982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0
Apidae_cluster1	0	8	0	170	0	0	560	0	0	0	0	0	0	0	0	0	0	7111	0	18241	0	0	66573	0	0	0	0	0	0	0	0	37	0	0
Felidae_cluster2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ceraphronidae_cluster4	0	46	0	49	0	0	117	0	8	0	0	0	0	0	0	0	0	141	0	16	0	0	203	39	41	0	0	47	8	0	0	0	0	0
Muscidae_cluster11	0	0	0	0	0	0	0	483173	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	70052	0	0	0	0	0	0	0	0	0	0
Muscidae_cluster23	0	0	0	0	0	0	0	174958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17034	0	0	0	0	0	0	0	0	0	0
Mycetophilidae_cluster14	0	0	0	349	0	1566	0	931	0	0	0	0	0	0	0	0	0	0	0	30	0	725	82	327	0	0	0	0	0	0	0	0	0	0
Apidae_cluster2	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42421	0	0	0	0	0	0	0	60	0	0
Scathophagidae_cluster4	0	0	0	0	0	0	0	15100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4847	0	0	0	0	0	0	0	40	0	0
Cicadellidae_cluster2	0	0	0	0	0	1001	0	28031	0	0	0	0	0	0	0	0	0	0	0	0	0	549	0	1462	0	0	0	0	0	0	0	1440	0	0
Muscidae_cluster31	0	0	0	0	0	0	0	14972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1533	0	0	0	0	0	0	0	0	0	0
Cecidomyiidae_cluster316	0	0	0	0	0	0	0	14405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569	0	0	0	0	0	0	0	0	0	0
Entomobryidae_cluster33	0	0	0	3893	6515	0	0	21557	0	0	0	0	0	0	0	0	0	0	0	115	106	0	0	621	0	0	0	0	0	0	0	0	0	0
Cecidomyiidae_cluster198	0	0	0	0	0	0	0	5861	0	0	0	3246	0	0	2175	0	0	0	0	0	0	0	0	450	0	0	0	1103	0	0	883	0	0	0
Cecidomyiidae_cluster599	0	0	0	0	0	0	0	4672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1079	0	0	0	0	0	0	0	0	0	0
Agromyzidae_cluster46	0	0	0	0	0	0	0	12140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0
Milichiidae_cluster1	0	0	0	0	0	0	0	5444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1162	0	0	0	0	0	0	0	0	0	0
Agromyzidae_cluster57	0	0	0	0	0	0	0	2853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0
Ichneumonidae_cluster64	0	0	0	0	590	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	5333	0	0	12402	0	0	0	0	0	0	0	0	0	0
Tortricidae_cluster3	0	0	0	0	0	0	0	80	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	342	0	0	0	0	0	0	2822	0	0	0
Ichneumonidae_cluster125	0	0	0	7007	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	5096	0	0	0	14071	0	0	0	0	0	0	0	0	0	0
Sciaridae_cluster45	0	0	0	0	0	703	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	1254	0	1297	0	0	0	0	0	0	0	0	0	0
Sciaridae_cluster35	0	0	0	0	0	0	0	3029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0
Entomobryidae_cluster53	0	0	0	0	0	6031	0	6774	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	99	0	0	0	0	0	0	0	0	0	0
Sciaridae_cluster89	11	0	80	458	0	0	0	241	0	0	0	0	0	0	0	0	1842	0	306	1022	0	0	0	868	0	0	0	0	32	0	0	0	0	0
Sciaridae_cluster104	0	0	0	0	0	0	0	2809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	870	0	0	0	0	0	0	0	0	0	0
Sciaridae_cluster468	0	0	0	0	0	0	0	571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0
Ichneumonidae_cluster239	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0
Acaridae_cluster7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Braconidae_cluster148	0	0	0	0	0	0	0	1812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0
Anisopodidae_cluster4	0	0	0	0	0	0	0	0	52682	0	0	20152	0	0	35063	0	0	0	0	0	0	0	0	0	3464	0	0	4740	0	0	29321	0	0	0
Elachistidae_cluster6	0	0	0	0	0	0	0	0	8781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8345	0	0	0	0	0	0	0	0	0
Entomobryidae_cluster19	746	45	0	40	0	0	376	0	1608	522	936	2602	207	0	0	0	231	0	0	0	0	0	41	0	101	39	130	136	0	0	0	0	0	0
Phoridae_cluster53	0	20	0	0	0	0	0	0	1450	3546	0	0	0	0	0	0	0	211	0	0	0	0	0	0	170	1771	0	0	0	0	0	0	0	0
Segestriidae_cluster1	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12827	0	0	0	0	0	0	0	0	0
Clubionidae_cluster8	0	0	0	0	0	0	1545	0	7311	0	0	0	0	0	40	0	0	0	0	0	0	0	48194	0	3521	0	0	0	0	0	1122	0	0	0
Thripidae_cluster6	0	0	0	0	0	0	0	0	376	0	0	1036	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	154	0	0	0	0	0	0
Thomisidae_cluster3	0	0	0	0	0	0	0	0	2911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	742	0	0	0	0	0	0	0	0	0
Heleomyzidae_cluster10	0	0	0	0	0	0	0	0	9255	0	0	0	12786	0	0	0	0	0	0	0	0	0	0	0	4043	0	0	0	3493	0	0	0	0	0
Oribatulidae_cluster2	0	0	0	0	0	0	0	0	928	580	38	291	66	0	0	0	0	0	0	0	0	0	0	0	295	104	394	919	9	0	0	0	0	0
Ichneumonidae_cluster311	0	0	0	0	0	0	0	0	1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2138	0	0	0	0	0	0	0	0	0
Pteromalidae_cluster24	0	0	0	0	0	0	0	0	3226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0
Chironomidae_cluster222	0	0	0	0	0	0	0	0	5092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701	0	0	0	0	0	0	0	0	0
Aulacigastridae_cluster2	0	0	0	0	0	0	0	0	5522	1021	0	0	5664	0	0	0	0	0	0	0	0	0	0	0	535	2914	0	0	279	0	0	0	0	0
Latridiidae_cluster2	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	56	48	0	0	0	0	0	0	106	0	0	457	0	0	0	0	0	0
Chrysomelidae_cluster55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0
Curculionidae_cluster16	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	5282	0	7883	7770	0	0	0	0	0	0
Cleridae_cluster1	136	59	25	0	0	0	0	0	60	0	0	0	0	0	0	0	30625	2115	5542	0	0	0	0	0	16114	0	0	0	7074	0	0	0	0	0
Gracillariidae_cluster2	0	0	0	0	0	0	0	0	3641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0
Amaurobiidae_cluster1	0	0	0	0	0	0	0	0	2529	0	0	0	2895	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	5412	0	0	0	0	0
Entomobryidae_cluster48	0	0	0	65	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
Hemileiidae_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhyparochromidae_cluster7	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	1987	0	0	0	7536	0	0	0	1388	0	0	0	0	0
Chamaemyiidae_cluster1	0	0	213	0	0	0	0	0	14494	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	1240	0	0	0	0	0	0	0	0	0
Entomobryidae_cluster39	6	0	0	76	0	0	0	0	408	0	155	739	0	0	0	0	14	0	0	7	0	0	0	0	35	0	0	40	0	0	0	0	0	0
Entomobryidae_cluster41	27	0	0	0	0	0	0	0	366	0	246	677	23	0	0	0	27	0	0	0	0	0	0	0	28	0	0	15	0	0	0	0	0	0
Entomobryidae_cluster54	0	0	0	0	0	0	0	0	210	0	119	0	30	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aphididae_cluster16	0	0	0	0	0	0	0	0	1698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0
Caeciliusidae_cluster1	0	0	0	0	0	0	0	0	0	0	27216	849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505	567	0	0	0	1038	0	0
Anisopodidae_cluster3	0	0	0	0	0	0	0	0	0	0	54105	72372	16695	0	0	0	0	0	0	0	0	0	0	0	0	0	22450	8388	2476	0	0	0	0	0
Cecidomyiidae_cluster99	0	0	0	0	0	0	0	0	0	0	4671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17962	0	0	0	0	0	0	0
Aphididae_cluster36	0	0	0	0	0	0	0	0	0	0	2952	1435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	150	0	0	0	0	0	0
Sciaridae_cluster5	0	0	0	0	0	0	0	2064	0	0	1005	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	1815	0	0	0	0	0	0	0
Curculionidae_cluster11	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	98	0	0	0	0	0	6090	9062	16066	39518	0	0	0	0	0	0
Chrysomelidae_cluster30	0	0	0	0	0	0	0	0	0	0	58	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2312	2268	0	0	0	0	0	0
Cecidomyiidae_cluster544	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
Entomobryidae_cluster52	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sciaridae_cluster8	0	0	0	0	0	316	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	30	0	0	0	0	0	0	0
Entomobryidae_cluster87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tydeidae_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sciaridae_cluster6	0	0	0	0	0	0	106	0	0	0	782	2383	0	0	0	0	0	0	0	0	0	0	209	0	0	0	769	787	0	0	0	0	0	0
Phoridae_cluster35	0	0	0	0	0	0	0	0	0	0	0	6237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	848	0	0	0	0	0	0
Anthomyiidae_cluster2	0	0	0	0	0	0	0	0	0	0	0	36424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10817	0	0	0	0	0	0
Tenthredinidae_cluster1	0	0	0	0	0	0	0	0	0	0	0	11588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4370	0	0	0	0	0	0
