cluster;ELA001_H1;ELA001_H2_pf;ELA001_H3;ELA001_H4_pf;ELA001_H5;ELA001_H6;ELA001_H7;ELA001_H8_pf;ELA001_H9;ELA001_H10;ELA001_H11;ELA001_H12;ELA001_H13;ELA001_H14;ELA001_H15
Mycetophilidae_cluster284;0;0;0;0;0;0;0;0;0;0;0;3137;0;0;0
Mycetophilidae_cluster29;0;266;0;0;0;0;1214;0;0;0;0;0;0;0;0
Mycetophilidae_cluster3;0;0;0;1781;0;104331;2168;24699;0;0;0;0;0;0;5149
Mycetophilidae_cluster30;0;0;154;0;0;0;0;0;0;0;0;0;0;0;0
Mycetophilidae_cluster306;0;0;0;0;0;0;0;0;0;0;0;0;272;0;0
Mycetophilidae_cluster312;0;0;0;0;0;0;726;0;0;0;0;0;0;0;4421
Mycetophilidae_cluster348;0;0;0;0;0;0;0;0;0;0;0;0;1025;0;0
Mycetophilidae_cluster45;0;0;0;0;2716;0;0;0;0;0;0;0;0;0;0
Mycetophilidae_cluster457;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0
Mycetophilidae_cluster48;0;70;0;0;0;4531;0;0;0;0;0;0;0;0;0
Mycetophilidae_cluster5;0;0;372;454;0;646;0;0;0;0;0;0;0;0;0
Mycetophilidae_cluster59;0;0;0;1047;0;6427;0;2315;0;0;0;0;0;0;0
Mycetophilidae_cluster63;0;0;0;0;0;6666;0;742;0;0;0;0;0;0;0
Mycetophilidae_cluster9;0;0;0;0;0;0;0;0;0;0;0;0;669;0;0
Mycetophilidae_cluster97;0;0;0;0;0;1489;0;0;0;0;0;0;0;0;0
Nabidae_cluster3;0;0;0;0;0;14200;0;0;0;0;0;0;0;0;0
Noctuidae_cluster15;28699;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Noctuidae_cluster26;0;0;0;0;0;476;0;0;0;0;0;0;0;0;0
Orchesellidae_cluster1;18212;937;0;0;0;0;0;0;0;0;0;0;0;0;8494
Oribatulidae_cluster1;0;0;0;0;0;0;0;0;26;0;93;71;0;0;0
Oribatulidae_cluster2;0;0;0;0;0;0;0;0;295;104;394;919;9;0;0
Parasitidae_cluster1;0;167;0;0;0;0;0;0;0;0;0;0;0;0;0
Philodromidae_cluster1;0;456;0;0;0;0;0;0;136;0;12149;0;0;0;0
Philodromidae_cluster10;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0
Philodromidae_cluster9;0;0;0;71;0;0;0;0;0;0;0;0;0;93;566
Phoridae_cluster102;0;0;207;0;0;0;0;0;0;0;0;0;0;0;0
Phoridae_cluster106;0;86;0;620;0;0;0;0;0;0;0;0;0;0;0
Phoridae_cluster11;160;0;99;220;574;126;0;209;0;0;0;0;0;0;0
Phoridae_cluster115;0;672;0;0;0;0;0;0;0;0;0;0;0;0;0
Phoridae_cluster118;0;0;0;539;0;0;0;0;0;0;0;0;0;0;0
Phoridae_cluster127;0;0;0;0;0;0;128;0;0;0;0;0;0;0;0
Phoridae_cluster13;215;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Phoridae_cluster14;0;0;0;75;17;0;0;0;0;0;0;0;0;0;0
Phoridae_cluster15;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0
Phoridae_cluster155;0;0;33;67;124;0;0;0;0;0;0;0;42;0;0
Phoridae_cluster163;0;0;0;0;0;0;0;0;0;0;0;137;0;0;0
Phoridae_cluster169;0;0;0;265;0;0;0;0;0;0;0;0;0;0;0
Phoridae_cluster17;793;56;584;285;993;718;0;164;0;0;0;0;129;0;0
Phoridae_cluster21;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0
Phoridae_cluster251;0;0;0;0;0;0;0;118;0;0;0;0;0;0;0
Phoridae_cluster253;0;0;0;0;0;0;0;0;0;0;0;0;96;0;0
Phoridae_cluster27;404;0;234;0;612;0;0;0;0;0;0;0;0;0;0
Phoridae_cluster303;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0
Phoridae_cluster31;0;0;0;0;0;584;0;0;0;0;0;4144;0;0;0
Phoridae_cluster35;0;0;0;0;0;0;0;0;0;0;0;848;0;0;0
Phoridae_cluster4;2575;1266;782;230;1479;0;0;0;621;0;0;0;0;0;0
Phoridae_cluster42;0;0;0;0;0;803;0;0;0;0;0;0;0;0;0
Phoridae_cluster5;0;0;0;0;994;0;0;0;0;0;0;0;1724;0;0
Phoridae_cluster52;0;0;268;481;551;254;0;102;0;0;0;0;0;0;0
Phoridae_cluster53;0;211;0;0;0;0;0;0;170;1771;0;0;0;0;0
Phoridae_cluster66;0;0;0;414;0;0;0;0;0;0;0;0;0;0;0
Phoridae_cluster69;0;0;0;0;0;0;0;0;0;433;0;0;0;0;0
Phoridae_cluster88;0;0;0;494;0;0;0;0;0;0;0;0;0;0;0
Phoridae_cluster97;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0
Polleniidae_cluster1;74306;32450;52688;46312;70185;31785;25163;20835;72084;77633;0;0;42449;51763;0
Polleniidae_cluster2;189101;65612;12580;35171;33205;0;29659;0;14450;0;0;0;0;61670;36851
Polleniidae_cluster3;11155;0;20641;3641;30369;0;0;0;0;0;0;0;0;0;0
Polleniidae_cluster4;44247;12395;20452;11105;59836;0;0;0;0;0;0;0;0;0;0
Polleniidae_cluster5;33852;0;6693;0;17854;0;0;0;0;0;0;0;0;0;0
Polleniidae_cluster6;85637;4465;59053;41459;66694;22549;0;0;0;0;0;0;0;52795;0
Polleniidae_cluster7;0;0;5084;0;1641;0;0;0;0;0;0;0;0;0;0
Psychodidae_cluster23;0;0;0;0;0;0;0;0;0;0;380;0;0;0;0
Psychodidae_cluster3;0;214;0;0;0;0;0;0;0;0;0;0;0;0;0
Psychodidae_cluster6;1296;340;0;130;0;1232;331;493;0;0;1165;0;0;0;0
Psyllidae_cluster1;0;0;0;566;0;0;0;0;0;0;0;0;0;0;0
Psyllidae_cluster6;0;0;37;0;664;0;0;0;0;0;0;0;0;0;0
Pteromalidae_cluster22;0;145;0;0;0;0;0;0;0;0;0;0;0;0;0
Ptinidae_cluster4;0;0;0;0;0;0;0;0;533;0;0;0;0;0;0
Rhyparochromidae_cluster11;0;0;0;1986;1404;0;0;0;0;0;0;0;0;0;0
Rhyparochromidae_cluster14;0;0;0;474;0;0;0;1126;0;0;0;0;407;0;0
Rhyparochromidae_cluster4;0;166;274;5705;0;0;0;0;0;0;0;0;0;0;0
Rhyparochromidae_cluster7;0;0;0;0;1987;0;0;0;7536;0;0;0;1388;0;0
Salpingidae_cluster1;0;0;0;0;0;0;0;0;0;11018;0;0;0;0;0
Scathophagidae_cluster1;132394;51758;9429;38484;0;0;80540;0;42757;0;0;37804;15224;0;44421
Scathophagidae_cluster2;0;0;0;395;0;0;0;0;0;0;0;0;0;0;0
Scathophagidae_cluster3;7346;1193;0;21465;0;0;0;22660;0;0;0;0;0;0;0
Scathophagidae_cluster4;0;0;0;0;0;0;0;4847;0;0;0;0;0;0;0
Scathophagidae_cluster7;32839;2683;2021;0;0;0;19463;0;17247;0;15148;0;4618;0;0
Sciaridae_cluster1;1977;4091;60;435;0;1173;28818;3893;1422;0;1056;14062;0;0;3293
Sciaridae_cluster103;0;0;0;0;0;0;0;947;0;0;0;0;0;0;0
Sciaridae_cluster104;0;0;0;0;0;0;0;870;0;0;0;0;0;0;0
Sciaridae_cluster12;0;0;0;0;0;1260;0;0;0;0;0;0;0;0;0
Sciaridae_cluster127;0;684;0;0;0;0;0;0;0;0;0;0;0;0;5497
Sciaridae_cluster129;0;0;0;0;0;499;0;0;0;0;0;0;0;0;0
Sciaridae_cluster130;0;0;0;0;0;0;0;152;0;0;0;0;0;0;0
Sciaridae_cluster14;0;0;0;0;0;27736;0;16974;0;0;0;0;0;0;0
Sciaridae_cluster145;0;0;0;1745;0;1438;0;959;0;0;0;0;0;0;0
Sciaridae_cluster155;0;0;0;3026;0;0;0;3694;0;0;0;0;0;0;0
Sciaridae_cluster159;0;0;0;0;0;144;0;0;0;0;0;0;0;0;0
Sciaridae_cluster161;0;0;0;497;0;0;0;0;0;0;0;0;0;0;0
Sciaridae_cluster164;0;0;73;420;0;0;183;0;0;0;0;0;0;0;0
Sciaridae_cluster2;30581;4858;11189;8391;5636;5211;1679;1982;0;2006;0;0;1056;2897;1173
Sciaridae_cluster219;0;0;0;224;0;0;0;0;0;0;0;0;0;0;0
Sciaridae_cluster23;0;0;2924;1504;0;0;0;1711;907;0;0;2255;0;0;0
Sciaridae_cluster29;0;0;0;0;0;511;0;0;0;0;0;0;0;0;0
Sciaridae_cluster3;0;0;0;0;0;157;0;0;0;0;0;0;0;0;0
Sciaridae_cluster30;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0
Sciaridae_cluster38;0;0;168;153;0;0;0;0;0;0;0;0;0;0;0
Sciaridae_cluster39;0;0;0;235;0;0;0;0;0;0;0;0;0;0;0
Sciaridae_cluster4;0;0;0;760;0;41704;3229;6058;0;0;1209;0;0;0;32718
Sciaridae_cluster40;0;0;866;1885;146;61;0;2173;107;0;0;500;0;0;0
Sciaridae_cluster432;0;236;0;0;0;0;0;0;0;0;0;0;0;0;0
Sciaridae_cluster45;0;0;0;0;0;1254;0;1297;0;0;0;0;0;0;0
Sciaridae_cluster468;0;0;0;0;0;0;0;378;0;0;0;0;0;0;0
Sciaridae_cluster5;0;0;0;0;0;0;0;200;0;0;1815;0;0;0;0
Sciaridae_cluster6;0;0;0;0;0;0;209;0;0;0;769;787;0;0;0
Sciaridae_cluster62;0;0;0;0;0;7001;0;313;0;0;2245;0;0;0;0
Sciaridae_cluster7;0;0;0;0;0;2634;0;0;0;0;0;0;0;0;8469
Sciaridae_cluster72;0;597;0;38;0;1140;0;0;0;0;0;0;0;0;0
Sciaridae_cluster76;0;290;0;0;0;0;0;65;0;0;0;0;0;0;0
Sciaridae_cluster8;0;0;0;0;0;139;0;0;0;0;30;0;0;0;0
Sciaridae_cluster80;4333;2953;0;242;0;441;1331;275;0;0;0;0;0;0;1324
Sciaridae_cluster84;0;0;949;0;0;420;0;0;0;0;0;0;0;0;0
Sciaridae_cluster86;741;302;0;0;0;0;0;0;0;0;0;0;0;0;0
Sciaridae_cluster87;0;0;0;485;0;0;0;0;0;0;0;0;0;0;0
Sciaridae_cluster93;2582;108;0;0;0;0;0;0;267;0;0;0;0;0;0
Sciaridae_cluster95;0;0;1535;0;0;0;0;0;0;0;0;0;0;0;0
Sciaridae_cluster97;0;0;0;567;513;0;0;0;0;0;0;0;0;0;0
Scirtidae_cluster1;0;1599;0;0;0;0;2438;0;0;0;0;0;0;0;0
Scirtidae_cluster3;0;0;0;0;121;0;0;0;0;0;0;0;0;0;0
Scirtidae_cluster4;0;181;222;716;0;617;0;0;0;0;0;0;0;0;0
Scirtidae_cluster6;135;1302;0;0;0;0;0;0;0;0;0;0;0;0;1343
Segestriidae_cluster1;0;0;0;0;0;0;0;0;12827;0;0;0;0;0;0
Sepsidae_cluster2;0;0;650;0;0;11;0;0;0;0;0;0;0;0;0
Sepsidae_cluster4;0;0;453;0;1118;0;0;0;0;0;0;0;0;0;0
Sepsidae_cluster6;0;0;0;0;0;3492;0;0;0;0;0;0;0;0;0
Sepsidae_cluster7;0;0;0;0;369;0;0;0;0;0;0;0;0;0;0
Silvanidae_cluster1;0;211;0;0;0;0;0;0;0;0;0;0;0;0;0
Simuliidae_cluster1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1331
Sphaeroceridae_cluster1;0;903;295;0;0;604;1977;0;0;0;0;0;0;0;0
Sphaeroceridae_cluster10;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0
Sphaeroceridae_cluster12;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0
Sphaeroceridae_cluster25;0;0;0;94;0;0;0;0;0;0;0;0;0;0;0
Sphaeroceridae_cluster36;0;0;369;0;0;0;0;0;0;0;0;0;0;0;0
Sphaeroceridae_cluster5;0;0;261;78;0;193;0;0;0;0;0;0;0;0;0
Sphaeroceridae_cluster63;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0
Sphaeroceridae_cluster8;0;0;39;0;71;0;0;0;0;0;0;0;0;0;0
Staphylinidae_cluster210;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0
Staphylinidae_cluster22;0;956;0;0;0;0;0;0;0;0;0;679;0;0;0
Staphylinidae_cluster25;0;0;0;0;0;0;1601;0;0;0;0;0;0;0;0
Staphylinidae_cluster29;0;0;0;0;0;0;0;0;53;0;0;0;0;0;0
Staphylinidae_cluster4;0;0;0;0;0;0;0;0;0;135;0;0;0;0;0
Staphylinidae_cluster7;0;0;0;0;1609;0;14597;0;0;0;0;0;0;0;0
Staphylinidae_cluster9;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0
Staphylinidae_cluster95;0;758;0;0;0;0;0;0;0;0;0;0;0;0;0
Tachinidae_cluster107;12024;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tachinidae_cluster14;22992;0;3588;0;0;0;0;0;0;0;0;0;0;0;0
Tachinidae_cluster19;14164;0;9468;0;7291;10631;0;0;0;0;0;0;0;0;0
Tachinidae_cluster2;0;0;1192;3180;0;0;0;0;0;0;0;0;0;0;0
Tachinidae_cluster29;0;0;0;22032;0;0;0;0;0;0;0;0;0;0;0
Tachinidae_cluster5;0;0;5397;0;0;0;0;0;0;0;0;0;0;0;0
Tachinidae_cluster6;0;6516;0;0;0;0;0;0;0;0;0;0;0;0;0
Tachinidae_cluster8;0;0;0;0;0;15898;0;13616;0;0;0;0;0;0;0
Tachinidae_cluster81;0;0;0;10948;0;0;0;0;0;0;0;0;0;0;0
Tenthredinidae_cluster1;0;0;0;0;0;0;0;0;0;0;0;4370;0;0;0
Tenthredinidae_cluster63;0;0;0;1469;0;0;0;0;0;0;0;0;0;0;0
Tephritidae_cluster16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1523
Tetragnathidae_cluster3;0;1633;0;0;937;0;0;0;0;0;0;0;0;0;0
Theridiidae_cluster1;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0
Theridiidae_cluster2;0;0;0;0;0;0;1401;0;0;0;0;0;196;0;0
Theridiidae_cluster9;0;0;0;48;0;0;61;0;0;0;0;540;0;0;0
Thomisidae_cluster1;206;0;0;0;0;0;0;0;0;0;0;0;0;0;11010
Thomisidae_cluster3;0;0;0;0;0;0;0;0;742;0;0;0;0;0;0
Thripidae_cluster1;176;314;0;637;0;52;204;990;913;0;0;212;0;0;404
Thripidae_cluster2;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0
Thripidae_cluster3;0;0;0;23;0;0;0;67;0;0;0;0;0;0;0
Thripidae_cluster6;0;0;0;0;0;0;0;0;241;0;0;154;0;0;0
Thripidae_cluster7;0;0;0;0;0;0;46;0;6;0;0;121;0;0;0
Thripidae_cluster9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Throscidae_cluster4;0;0;0;0;0;0;0;0;0;0;0;3828;0;0;0
Tortricidae_cluster1;5535;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tortricidae_cluster72;0;0;0;4628;0;0;0;0;0;0;0;0;0;0;0
Tortricidae_cluster92;25775;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Trichoceridae_cluster1;11188;913;554;1463;7338;0;0;0;0;13307;0;0;1836;2124;0
Trichoceridae_cluster2;3954;499;0;0;6821;0;0;0;0;0;0;0;0;0;2945
Trichoceridae_cluster3;31906;3032;2434;0;5537;0;0;0;0;15540;0;0;3923;12808;0
Triozidae_cluster1;0;0;138;363;687;2252;0;326;0;0;0;0;0;0;0
Triozidae_cluster17;0;0;0;0;0;0;0;0;0;0;0;0;254;0;0
Triozidae_cluster3;0;0;0;0;0;1602;0;0;901;0;0;0;0;0;0
Triozidae_cluster5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3957
